No.,Time,Source,Destination,Protocol,Length,Type,Duration,,,Total Duration
44531,1546.170982,10.8.0.117,147.32.83.230,TCP,1400,out,0.000358 ,,,
44532,1546.171163,147.32.83.230,10.8.0.117,TCP,52,in,0.000181 ,,,
44533,1546.171293,10.8.0.117,147.32.83.230,TCP,1400,out,0.000130 ,,,
44534,1546.171624,10.8.0.117,147.32.83.230,TCP,1400,out,0.000331 ,,,
44535,1546.171902,147.32.83.230,10.8.0.117,TCP,52,in,0.000278 ,,,
44536,1546.172031,10.8.0.117,147.32.83.230,TCP,1400,out,0.000129 ,,,
44537,1546.172407,10.8.0.117,147.32.83.230,TCP,1400,out,0.000376 ,,,
44538,1546.172512,147.32.83.230,10.8.0.117,TCP,52,in,0.000105 ,,,
44539,1546.172952,10.8.0.117,147.32.83.230,TCP,1400,out,0.000440 ,,,
44540,1546.173133,10.8.0.117,147.32.83.230,TCP,1400,out,0.000181 ,,,
44541,1546.173338,10.8.0.117,147.32.83.230,TCP,1400,out,0.000205 ,,,
44542,1546.173527,147.32.83.230,10.8.0.117,TCP,52,in,0.000189 ,,,
44543,1546.173633,10.8.0.117,147.32.83.230,TCP,1400,out,0.000106 ,,,
44544,1546.173754,147.32.83.230,10.8.0.117,TCP,52,in,0.000121 ,,,
44545,1546.174044,10.8.0.117,147.32.83.230,TCP,1400,out,0.000290 ,,,
44546,1546.174373,10.8.0.117,147.32.83.230,TCP,1400,out,0.000329 ,,,
44547,1546.17442,147.32.83.230,10.8.0.117,TCP,52,in,0.000047 ,,,
44548,1546.174759,10.8.0.117,147.32.83.230,TCP,1400,out,0.000339 ,,,
44549,1546.175178,147.32.83.230,10.8.0.117,TCP,52,in,0.000419 ,,,
44550,1546.175215,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44551,1546.17526,10.8.0.117,147.32.83.230,TCP,56,out,0.000045 ,,,
44552,1546.175699,147.32.83.230,10.8.0.117,TCP,52,in,0.000439 ,,,
44553,1546.387883,10.8.0.117,147.32.83.230,TCP,52,out,0.212184 ,,,
44554,1546.388302,147.32.83.230,10.8.0.117,TCP,52,in,0.000419 ,,,
44555,1546.774543,147.32.83.230,10.8.0.117,TCP,52,in,0.386241 ,,,
44556,1546.776106,10.8.0.117,147.32.83.230,TCP,1400,out,0.001563 ,,,
44557,1546.776167,10.8.0.117,147.32.83.230,TCP,1400,out,0.000061 ,,,
44558,1546.7763,10.8.0.117,147.32.83.230,TCP,1400,out,0.000133 ,,,
44559,1546.776707,147.32.83.230,10.8.0.117,TCP,52,in,0.000407 ,,,
44560,1546.77675,10.8.0.117,147.32.83.230,TCP,1400,out,0.000043 ,,,
44561,1546.77721,147.32.83.230,10.8.0.117,TCP,52,in,0.000460 ,,,
44562,1546.777218,10.8.0.117,147.32.83.230,TCP,1400,out,0.000008 ,,,
44563,1546.777502,10.8.0.117,147.32.83.230,TCP,1400,out,0.000284 ,,,
44564,1546.77775,10.8.0.117,147.32.83.230,TCP,1400,out,0.000248 ,,,
44565,1546.778001,147.32.83.230,10.8.0.117,TCP,52,in,0.000251 ,,,
44566,1546.778124,10.8.0.117,147.32.83.230,TCP,1400,out,0.000123 ,,,
44567,1546.77855,147.32.83.230,10.8.0.117,TCP,52,in,0.000426 ,,,
44568,1546.778589,10.8.0.117,147.32.83.230,TCP,1400,out,0.000039 ,,,
44569,1546.778832,10.8.0.117,147.32.83.230,TCP,1400,out,0.000243 ,,,
44570,1546.779295,147.32.83.230,10.8.0.117,TCP,52,in,0.000463 ,,,
44571,1546.779339,10.8.0.117,147.32.83.230,TCP,1400,out,0.000044 ,,,
44572,1546.779565,10.8.0.117,147.32.83.230,TCP,1400,out,0.000226 ,,,
44573,1546.779884,10.8.0.117,147.32.83.230,TCP,1400,out,0.000319 ,,,
44574,1546.780084,147.32.83.230,10.8.0.117,TCP,52,in,0.000200 ,,,
44575,1546.780336,10.8.0.117,147.32.83.230,TCP,1400,out,0.000252 ,,,
44576,1546.780628,10.8.0.117,147.32.83.230,TCP,1400,out,0.000292 ,,,
44577,1546.780827,147.32.83.230,10.8.0.117,TCP,52,in,0.000199 ,,,
44578,1546.780913,10.8.0.117,147.32.83.230,TCP,1400,out,0.000086 ,,,
44579,1546.781259,10.8.0.117,147.32.83.230,TCP,1400,out,0.000346 ,,,
44580,1546.781365,147.32.83.230,10.8.0.117,TCP,52,in,0.000106 ,,,
44581,1546.781501,10.8.0.117,147.32.83.230,TCP,1400,out,0.000136 ,,,
44582,1546.78188,147.32.83.230,10.8.0.117,TCP,52,in,0.000379 ,,,
44583,1546.781906,10.8.0.117,147.32.83.230,TCP,1400,out,0.000026 ,,,
44584,1546.782156,10.8.0.117,147.32.83.230,TCP,1400,out,0.000250 ,,,
44585,1546.782596,147.32.83.230,10.8.0.117,TCP,52,in,0.000440 ,,,
44586,1546.782679,10.8.0.117,147.32.83.230,TCP,1396,out,0.000083 ,,,
44587,1546.78293,10.8.0.117,147.32.83.230,TCP,1400,out,0.000251 ,,,
44588,1546.783309,147.32.83.230,10.8.0.117,TCP,52,in,0.000379 ,,,
44589,1546.783345,10.8.0.117,147.32.83.230,TCP,1400,out,0.000036 ,,,
44590,1546.783593,10.8.0.117,147.32.83.230,TCP,1400,out,0.000248 ,,,
44591,1546.78398,147.32.83.230,10.8.0.117,TCP,52,in,0.000387 ,,,
44592,1546.784016,10.8.0.117,147.32.83.230,TCP,1400,out,0.000036 ,,,
44593,1546.784319,10.8.0.117,147.32.83.230,TCP,1400,out,0.000303 ,,,
44594,1546.784731,147.32.83.230,10.8.0.117,TCP,52,in,0.000412 ,,,
44595,1546.784767,10.8.0.117,147.32.83.230,TCP,1400,out,0.000036 ,,,
44596,1546.785083,10.8.0.117,147.32.83.230,TCP,1400,out,0.000316 ,,,
44597,1546.785456,147.32.83.230,10.8.0.117,TCP,52,in,0.000373 ,,,
44598,1546.785486,10.8.0.117,147.32.83.230,TCP,1400,out,0.000030 ,,,
44599,1546.785766,10.8.0.117,147.32.83.230,TCP,1400,out,0.000280 ,,,
44600,1546.786133,147.32.83.230,10.8.0.117,TCP,52,in,0.000367 ,,,
44601,1546.786168,10.8.0.117,147.32.83.230,TCP,1400,out,0.000035 ,,,
44602,1546.786509,10.8.0.117,147.32.83.230,TCP,1400,out,0.000341 ,,,
44603,1546.786883,147.32.83.230,10.8.0.117,TCP,52,in,0.000374 ,,,
44604,1546.786984,10.8.0.117,147.32.83.230,TCP,1400,out,0.000101 ,,,
44605,1546.787239,10.8.0.117,147.32.83.230,TCP,1400,out,0.000255 ,,,
44606,1546.787579,10.8.0.117,147.32.83.230,TCP,1400,out,0.000340 ,,,
44607,1546.787629,147.32.83.230,10.8.0.117,TCP,52,in,0.000050 ,,,
44608,1546.787918,10.8.0.117,147.32.83.230,TCP,1400,out,0.000289 ,,,
44609,1546.788284,147.32.83.230,10.8.0.117,TCP,52,in,0.000366 ,,,
44610,1546.788304,10.8.0.117,147.32.83.230,TCP,1400,out,0.000020 ,,,
44611,1546.788683,10.8.0.117,147.32.83.230,TCP,1400,out,0.000379 ,,,
44612,1546.788977,10.8.0.117,147.32.83.230,TCP,1400,out,0.000294 ,,,
44613,1546.789073,147.32.83.230,10.8.0.117,TCP,52,in,0.000096 ,,,
44614,1546.789661,10.8.0.117,147.32.83.230,TCP,1400,out,0.000588 ,,,
44615,1546.789876,10.8.0.117,147.32.83.230,TCP,1400,out,0.000215 ,,,
44616,1546.790082,147.32.83.230,10.8.0.117,TCP,52,in,0.000206 ,,,
44617,1546.790118,10.8.0.117,147.32.83.230,TCP,1400,out,0.000036 ,,,
44618,1546.790494,147.32.83.230,10.8.0.117,TCP,52,in,0.000376 ,,,
44619,1546.790533,10.8.0.117,147.32.83.230,TCP,1400,out,0.000039 ,,,
44620,1546.790879,10.8.0.117,147.32.83.230,TCP,1400,out,0.000346 ,,,
44621,1546.791255,10.8.0.117,147.32.83.230,TCP,1400,out,0.000376 ,,,
44622,1546.79143,147.32.83.230,10.8.0.117,TCP,52,in,0.000175 ,,,
44623,1546.791583,10.8.0.117,147.32.83.230,TCP,1400,out,0.000153 ,,,
44624,1546.791936,10.8.0.117,147.32.83.230,TCP,1400,out,0.000353 ,,,
44625,1546.791981,147.32.83.230,10.8.0.117,TCP,52,in,0.000045 ,,,
44626,1546.792306,10.8.0.117,147.32.83.230,TCP,1400,out,0.000325 ,,,
44627,1546.79269,147.32.83.230,10.8.0.117,TCP,52,in,0.000384 ,,,
44628,1546.792732,10.8.0.117,147.32.83.230,TCP,1400,out,0.000042 ,,,
44629,1546.793076,10.8.0.117,147.32.83.230,TCP,1400,out,0.000344 ,,,
44630,1546.793768,147.32.83.230,10.8.0.117,TCP,52,in,0.000692 ,,,
44631,1546.793808,10.8.0.117,147.32.83.230,TCP,1400,out,0.000040 ,,,
44632,1546.793973,10.8.0.117,147.32.83.230,TCP,1400,out,0.000165 ,,,
44633,1546.79423,10.8.0.117,147.32.83.230,TCP,1400,out,0.000257 ,,,
44634,1546.794455,147.32.83.230,10.8.0.117,TCP,52,in,0.000225 ,,,
44635,1546.79454,10.8.0.117,147.32.83.230,TCP,1400,out,0.000085 ,,,
44636,1546.794927,147.32.83.230,10.8.0.117,TCP,52,in,0.000387 ,,,
44637,1546.79496,10.8.0.117,147.32.83.230,TCP,1400,out,0.000033 ,,,
44638,1546.79511,10.8.0.117,147.32.83.230,TCP,72,out,0.000150 ,,,
44639,1546.795369,147.32.83.230,10.8.0.117,TCP,52,in,0.000259 ,,,
44640,1547.007909,10.8.0.117,147.32.83.230,TCP,52,out,0.212540 ,,,
44641,1547.008322,147.32.83.230,10.8.0.117,TCP,52,in,0.000413 ,,,
44642,1547.076767,147.32.83.230,10.8.0.117,TCP,52,in,0.068445 ,,,
44643,1547.077975,10.8.0.117,147.32.83.230,TCP,1400,out,0.001208 ,,,
44644,1547.078037,10.8.0.117,147.32.83.230,TCP,1400,out,0.000062 ,,,
44645,1547.078298,10.8.0.117,147.32.83.230,TCP,1400,out,0.000261 ,,,
44646,1547.078661,10.8.0.117,147.32.83.230,TCP,1400,out,0.000363 ,,,
44647,1547.078888,147.32.83.230,10.8.0.117,TCP,52,in,0.000227 ,,,
44648,1547.078979,10.8.0.117,147.32.83.230,TCP,1400,out,0.000091 ,,,
44649,1547.079303,10.8.0.117,147.32.83.230,TCP,1400,out,0.000324 ,,,
44650,1547.079368,147.32.83.230,10.8.0.117,TCP,52,in,0.000065 ,,,
44651,1547.079766,10.8.0.117,147.32.83.230,TCP,1400,out,0.000398 ,,,
44652,1547.080044,10.8.0.117,147.32.83.230,TCP,1400,out,0.000278 ,,,
44653,1547.080264,147.32.83.230,10.8.0.117,TCP,52,in,0.000220 ,,,
44654,1547.080399,10.8.0.117,147.32.83.230,TCP,1400,out,0.000135 ,,,
44655,1547.080827,147.32.83.230,10.8.0.117,TCP,52,in,0.000428 ,,,
44656,1547.08087,10.8.0.117,147.32.83.230,TCP,1400,out,0.000043 ,,,
44657,1547.081205,10.8.0.117,147.32.83.230,TCP,1400,out,0.000335 ,,,
44658,1547.081589,10.8.0.117,147.32.83.230,TCP,1400,out,0.000384 ,,,
44659,1547.081671,147.32.83.230,10.8.0.117,TCP,52,in,0.000082 ,,,
44660,1547.081882,10.8.0.117,147.32.83.230,TCP,1400,out,0.000211 ,,,
44661,1547.082224,10.8.0.117,147.32.83.230,TCP,1380,out,0.000342 ,,,
44662,1547.082339,147.32.83.230,10.8.0.117,TCP,52,in,0.000115 ,,,
44663,1547.082569,10.8.0.117,147.32.83.230,TCP,1400,out,0.000230 ,,,
44664,1547.082828,10.8.0.117,147.32.83.230,TCP,1400,out,0.000259 ,,,
44665,1547.083109,147.32.83.230,10.8.0.117,TCP,52,in,0.000281 ,,,
44666,1547.083261,10.8.0.117,147.32.83.230,TCP,1400,out,0.000152 ,,,
44667,1547.083615,10.8.0.117,147.32.83.230,TCP,1400,out,0.000354 ,,,
44668,1547.083697,147.32.83.230,10.8.0.117,TCP,52,in,0.000082 ,,,
44669,1547.083913,10.8.0.117,147.32.83.230,TCP,1400,out,0.000216 ,,,
44670,1547.084255,10.8.0.117,147.32.83.230,TCP,1400,out,0.000342 ,,,
44671,1547.084406,147.32.83.230,10.8.0.117,TCP,52,in,0.000151 ,,,
44672,1547.084612,10.8.0.117,147.32.83.230,TCP,1400,out,0.000206 ,,,
44673,1547.084957,10.8.0.117,147.32.83.230,TCP,1400,out,0.000345 ,,,
44674,1547.085096,147.32.83.230,10.8.0.117,TCP,52,in,0.000139 ,,,
44675,1547.085243,10.8.0.117,147.32.83.230,TCP,1400,out,0.000147 ,,,
44676,1547.08565,147.32.83.230,10.8.0.117,TCP,52,in,0.000407 ,,,
44677,1547.085687,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44678,1547.086004,10.8.0.117,147.32.83.230,TCP,1400,out,0.000317 ,,,
44679,1547.086418,147.32.83.230,10.8.0.117,TCP,52,in,0.000414 ,,,
44680,1547.086454,10.8.0.117,147.32.83.230,TCP,1400,out,0.000036 ,,,
44681,1547.086718,10.8.0.117,147.32.83.230,TCP,1400,out,0.000264 ,,,
44682,1547.087144,147.32.83.230,10.8.0.117,TCP,52,in,0.000426 ,,,
44683,1547.08718,10.8.0.117,147.32.83.230,TCP,1400,out,0.000036 ,,,
44684,1547.087412,10.8.0.117,147.32.83.230,TCP,1400,out,0.000232 ,,,
44685,1547.087831,147.32.83.230,10.8.0.117,TCP,52,in,0.000419 ,,,
44686,1547.087866,10.8.0.117,147.32.83.230,TCP,1400,out,0.000035 ,,,
44687,1547.088134,10.8.0.117,147.32.83.230,TCP,1400,out,0.000268 ,,,
44688,1547.088505,147.32.83.230,10.8.0.117,TCP,52,in,0.000371 ,,,
44689,1547.088537,10.8.0.117,147.32.83.230,TCP,1400,out,0.000032 ,,,
44690,1547.08879,10.8.0.117,147.32.83.230,TCP,1400,out,0.000253 ,,,
44691,1547.089211,147.32.83.230,10.8.0.117,TCP,52,in,0.000421 ,,,
44692,1547.089248,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44693,1547.089529,10.8.0.117,147.32.83.230,TCP,1400,out,0.000281 ,,,
44694,1547.090007,147.32.83.230,10.8.0.117,TCP,52,in,0.000478 ,,,
44695,1547.090085,10.8.0.117,147.32.83.230,TCP,1400,out,0.000078 ,,,
44696,1547.090321,10.8.0.117,147.32.83.230,TCP,1400,out,0.000236 ,,,
44697,1547.090767,147.32.83.230,10.8.0.117,TCP,52,in,0.000446 ,,,
44698,1547.090803,10.8.0.117,147.32.83.230,TCP,1400,out,0.000036 ,,,
44699,1547.091034,10.8.0.117,147.32.83.230,TCP,1400,out,0.000231 ,,,
44700,1547.091472,147.32.83.230,10.8.0.117,TCP,52,in,0.000438 ,,,
44701,1547.091508,10.8.0.117,147.32.83.230,TCP,1400,out,0.000036 ,,,
44702,1547.09174,10.8.0.117,147.32.83.230,TCP,1400,out,0.000232 ,,,
44703,1547.092169,147.32.83.230,10.8.0.117,TCP,52,in,0.000429 ,,,
44704,1547.092205,10.8.0.117,147.32.83.230,TCP,1400,out,0.000036 ,,,
44705,1547.092502,10.8.0.117,147.32.83.230,TCP,1400,out,0.000297 ,,,
44706,1547.092932,147.32.83.230,10.8.0.117,TCP,52,in,0.000430 ,,,
44707,1547.092978,10.8.0.117,147.32.83.230,TCP,1400,out,0.000046 ,,,
44708,1547.09327,10.8.0.117,147.32.83.230,TCP,1400,out,0.000292 ,,,
44709,1547.093675,147.32.83.230,10.8.0.117,TCP,52,in,0.000405 ,,,
44710,1547.093717,10.8.0.117,147.32.83.230,TCP,1400,out,0.000042 ,,,
44711,1547.093992,10.8.0.117,147.32.83.230,TCP,1400,out,0.000275 ,,,
44712,1547.09443,147.32.83.230,10.8.0.117,TCP,52,in,0.000438 ,,,
44713,1547.094472,10.8.0.117,147.32.83.230,TCP,1400,out,0.000042 ,,,
44714,1547.094759,10.8.0.117,147.32.83.230,TCP,1400,out,0.000287 ,,,
44715,1547.095166,147.32.83.230,10.8.0.117,TCP,52,in,0.000407 ,,,
44716,1547.095208,10.8.0.117,147.32.83.230,TCP,1400,out,0.000042 ,,,
44717,1547.095464,10.8.0.117,147.32.83.230,TCP,1400,out,0.000256 ,,,
44718,1547.095906,147.32.83.230,10.8.0.117,TCP,52,in,0.000442 ,,,
44719,1547.095943,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44720,1547.096223,10.8.0.117,147.32.83.230,TCP,1400,out,0.000280 ,,,
44721,1547.096657,147.32.83.230,10.8.0.117,TCP,52,in,0.000434 ,,,
44722,1547.096694,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44723,1547.096975,10.8.0.117,147.32.83.230,TCP,1400,out,0.000281 ,,,
44724,1547.097392,147.32.83.230,10.8.0.117,TCP,52,in,0.000417 ,,,
44725,1547.097429,10.8.0.117,147.32.83.230,TCP,1388,out,0.000037 ,,,
44726,1547.298291,147.32.83.230,10.8.0.117,TCP,52,in,0.200862 ,,,
44727,1547.535795,10.8.0.117,147.32.83.230,TCP,52,out,0.237504 ,,,
44728,1547.536109,147.32.83.230,10.8.0.117,TCP,52,in,0.000314 ,,,
44729,1548.007699,10.8.0.117,147.32.83.230,TCP,52,out,0.471590 ,,,
44730,1548.008095,147.32.83.230,10.8.0.117,TCP,52,in,0.000396 ,,,
44731,1548.95176,10.8.0.117,147.32.83.230,TCP,52,out,0.943665 ,,,
44732,1548.952103,147.32.83.230,10.8.0.117,TCP,52,in,0.000343 ,,,
44733,1550.843433,10.8.0.117,147.32.83.230,TCP,52,out,1.891330 ,,,
44734,1550.843744,147.32.83.230,10.8.0.117,TCP,52,in,0.000311 ,,,
44735,1554.632038,10.8.0.117,147.32.83.230,TCP,52,out,3.788294 ,,,
44736,1554.632437,147.32.83.230,10.8.0.117,TCP,52,in,0.000399 ,,,
44737,1562.199587,10.8.0.117,147.32.83.230,TCP,52,out,7.567150 ,,,
44738,1562.199971,147.32.83.230,10.8.0.117,TCP,52,in,0.000384 ,,,
44739,1562.439169,147.32.83.230,10.8.0.117,TCP,52,in,0.239198 ,,,
44740,1562.440532,10.8.0.117,147.32.83.230,TCP,1400,out,0.001363 ,,,
44741,1562.440593,10.8.0.117,147.32.83.230,TCP,1400,out,0.000061 ,,,
44742,1562.440775,10.8.0.117,147.32.83.230,TCP,1400,out,0.000182 ,,,
44743,1562.441069,147.32.83.230,10.8.0.117,TCP,52,in,0.000294 ,,,
44744,1562.44119,10.8.0.117,147.32.83.230,TCP,1400,out,0.000121 ,,,
44745,1562.441518,10.8.0.117,147.32.83.230,TCP,1400,out,0.000328 ,,,
44746,1562.441713,147.32.83.230,10.8.0.117,TCP,52,in,0.000195 ,,,
44747,1562.441942,10.8.0.117,147.32.83.230,TCP,1400,out,0.000229 ,,,
44748,1562.441999,10.8.0.117,147.32.83.230,TCP,64,out,0.000057 ,,,
44749,1562.442191,10.8.0.117,147.32.83.230,TCP,1400,out,0.000192 ,,,
44750,1562.442438,147.32.83.230,10.8.0.117,TCP,52,in,0.000247 ,,,
44751,1562.442486,10.8.0.117,147.32.83.230,TCP,1400,out,0.000048 ,,,
44752,1562.442763,10.8.0.117,147.32.83.230,TCP,1400,out,0.000277 ,,,
44753,1562.442867,147.32.83.230,10.8.0.117,TCP,52,in,0.000104 ,,,
44754,1562.443159,10.8.0.117,147.32.83.230,TCP,1400,out,0.000292 ,,,
44755,1562.443646,147.32.83.230,10.8.0.117,TCP,52,in,0.000487 ,,,
44756,1562.443685,10.8.0.117,147.32.83.230,TCP,1400,out,0.000039 ,,,
44757,1562.443761,10.8.0.117,147.32.83.230,TCP,1400,out,0.000076 ,,,
44758,1562.444148,10.8.0.117,147.32.83.230,TCP,1400,out,0.000387 ,,,
44759,1562.444193,147.32.83.230,10.8.0.117,TCP,52,in,0.000045 ,,,
44760,1562.444516,10.8.0.117,147.32.83.230,TCP,1400,out,0.000323 ,,,
44761,1562.444854,10.8.0.117,147.32.83.230,TCP,1400,out,0.000338 ,,,
44762,1562.445077,147.32.83.230,10.8.0.117,TCP,52,in,0.000223 ,,,
44763,1562.445211,10.8.0.117,147.32.83.230,TCP,1400,out,0.000134 ,,,
44764,1562.44558,147.32.83.230,10.8.0.117,TCP,52,in,0.000369 ,,,
44765,1562.445588,10.8.0.117,147.32.83.230,TCP,1400,out,0.000008 ,,,
44766,1562.445914,10.8.0.117,147.32.83.230,TCP,1400,out,0.000326 ,,,
44767,1562.446292,10.8.0.117,147.32.83.230,TCP,1400,out,0.000378 ,,,
44768,1562.446374,147.32.83.230,10.8.0.117,TCP,52,in,0.000082 ,,,
44769,1562.446505,10.8.0.117,147.32.83.230,TCP,1400,out,0.000131 ,,,
44770,1562.446903,147.32.83.230,10.8.0.117,TCP,52,in,0.000398 ,,,
44771,1562.44694,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44772,1562.447297,10.8.0.117,147.32.83.230,TCP,1400,out,0.000357 ,,,
44773,1562.44762,10.8.0.117,147.32.83.230,TCP,1400,out,0.000323 ,,,
44774,1562.447669,147.32.83.230,10.8.0.117,TCP,52,in,0.000049 ,,,
44775,1562.447968,10.8.0.117,147.32.83.230,TCP,1400,out,0.000299 ,,,
44776,1562.448356,147.32.83.230,10.8.0.117,TCP,52,in,0.000388 ,,,
44777,1562.448394,10.8.0.117,147.32.83.230,TCP,1400,out,0.000038 ,,,
44778,1562.448656,10.8.0.117,147.32.83.230,TCP,1400,out,0.000262 ,,,
44779,1562.44907,147.32.83.230,10.8.0.117,TCP,52,in,0.000414 ,,,
44780,1562.44912,10.8.0.117,147.32.83.230,TCP,1400,out,0.000050 ,,,
44781,1562.449441,10.8.0.117,147.32.83.230,TCP,1400,out,0.000321 ,,,
44782,1562.449816,147.32.83.230,10.8.0.117,TCP,52,in,0.000375 ,,,
44783,1562.449836,10.8.0.117,147.32.83.230,TCP,1400,out,0.000020 ,,,
44784,1562.450167,10.8.0.117,147.32.83.230,TCP,1400,out,0.000331 ,,,
44785,1562.450541,147.32.83.230,10.8.0.117,TCP,52,in,0.000374 ,,,
44786,1562.450575,10.8.0.117,147.32.83.230,TCP,1400,out,0.000034 ,,,
44787,1562.450839,10.8.0.117,147.32.83.230,TCP,1400,out,0.000264 ,,,
44788,1562.451273,10.8.0.117,147.32.83.230,TCP,1400,out,0.000434 ,,,
44789,1562.451439,147.32.83.230,10.8.0.117,TCP,52,in,0.000166 ,,,
44790,1562.45156,10.8.0.117,147.32.83.230,TCP,1400,out,0.000121 ,,,
44791,1562.451961,10.8.0.117,147.32.83.230,TCP,1400,out,0.000401 ,,,
44792,1562.452151,147.32.83.230,10.8.0.117,TCP,52,in,0.000190 ,,,
44793,1562.452269,10.8.0.117,147.32.83.230,TCP,1400,out,0.000118 ,,,
44794,1562.452661,147.32.83.230,10.8.0.117,TCP,52,in,0.000392 ,,,
44795,1562.452686,10.8.0.117,147.32.83.230,TCP,1400,out,0.000025 ,,,
44796,1562.453017,10.8.0.117,147.32.83.230,TCP,1400,out,0.000331 ,,,
44797,1562.45345,147.32.83.230,10.8.0.117,TCP,52,in,0.000433 ,,,
44798,1562.453467,10.8.0.117,147.32.83.230,TCP,1400,out,0.000017 ,,,
44799,1562.453742,10.8.0.117,147.32.83.230,TCP,1400,out,0.000275 ,,,
44800,1562.454172,147.32.83.230,10.8.0.117,TCP,52,in,0.000430 ,,,
44801,1562.454211,10.8.0.117,147.32.83.230,TCP,1400,out,0.000039 ,,,
44802,1562.45448,10.8.0.117,147.32.83.230,TCP,1400,out,0.000269 ,,,
44803,1562.454887,10.8.0.117,147.32.83.230,TCP,1400,out,0.000407 ,,,
44804,1562.45497,147.32.83.230,10.8.0.117,TCP,52,in,0.000083 ,,,
44805,1562.455083,10.8.0.117,147.32.83.230,TCP,1400,out,0.000113 ,,,
44806,1562.455497,147.32.83.230,10.8.0.117,TCP,52,in,0.000414 ,,,
44807,1562.455537,10.8.0.117,147.32.83.230,TCP,1400,out,0.000040 ,,,
44808,1562.45576,10.8.0.117,147.32.83.230,TCP,1400,out,0.000223 ,,,
44809,1562.456155,147.32.83.230,10.8.0.117,TCP,52,in,0.000395 ,,,
44810,1562.456195,10.8.0.117,147.32.83.230,TCP,1400,out,0.000040 ,,,
44811,1562.45646,10.8.0.117,147.32.83.230,TCP,1400,out,0.000265 ,,,
44812,1562.456859,10.8.0.117,147.32.83.230,TCP,1400,out,0.000399 ,,,
44813,1562.457022,147.32.83.230,10.8.0.117,TCP,52,in,0.000163 ,,,
44814,1562.457224,10.8.0.117,147.32.83.230,TCP,1400,out,0.000202 ,,,
44815,1562.457553,10.8.0.117,147.32.83.230,TCP,1400,out,0.000329 ,,,
44816,1562.457619,147.32.83.230,10.8.0.117,TCP,52,in,0.000066 ,,,
44817,1562.457733,10.8.0.117,147.32.83.230,TCP,1400,out,0.000114 ,,,
44818,1562.458138,147.32.83.230,10.8.0.117,TCP,52,in,0.000405 ,,,
44819,1562.458179,10.8.0.117,147.32.83.230,TCP,1400,out,0.000041 ,,,
44820,1562.458444,10.8.0.117,147.32.83.230,TCP,1400,out,0.000265 ,,,
44821,1562.458864,147.32.83.230,10.8.0.117,TCP,52,in,0.000420 ,,,
44822,1562.458901,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44823,1562.458945,10.8.0.117,147.32.83.230,TCP,72,out,0.000044 ,,,
44824,1562.459315,147.32.83.230,10.8.0.117,TCP,52,in,0.000370 ,,,
44825,1562.672244,10.8.0.117,147.32.83.230,TCP,52,out,0.212929 ,,,
44826,1562.672662,147.32.83.230,10.8.0.117,TCP,52,in,0.000418 ,,,
44827,1563.095914,10.8.0.117,147.32.83.230,TCP,52,out,0.423252 ,,,
44828,1563.096259,147.32.83.230,10.8.0.117,TCP,52,in,0.000345 ,,,
44829,1563.943756,10.8.0.117,147.32.83.230,TCP,52,out,0.847497 ,,,
44830,1563.944109,147.32.83.230,10.8.0.117,TCP,52,in,0.000353 ,,,
44831,1565.643709,10.8.0.117,147.32.83.230,TCP,52,out,1.699600 ,,,
44832,1565.644077,147.32.83.230,10.8.0.117,TCP,52,in,0.000368 ,,,
44833,1569.047691,10.8.0.117,147.32.83.230,TCP,52,out,3.403614 ,,,
44834,1569.048042,147.32.83.230,10.8.0.117,TCP,52,in,0.000351 ,,,
44835,1572.491343,147.32.83.230,10.8.0.117,TCP,52,in,3.443301 ,,,
44836,1572.492703,10.8.0.117,147.32.83.230,TCP,1400,out,0.001360 ,,,
44837,1572.492764,10.8.0.117,147.32.83.230,TCP,1400,out,0.000061 ,,,
44838,1572.492849,10.8.0.117,147.32.83.230,TCP,1400,out,0.000085 ,,,
44839,1572.493324,147.32.83.230,10.8.0.117,TCP,52,in,0.000475 ,,,
44840,1572.493367,10.8.0.117,147.32.83.230,TCP,1400,out,0.000043 ,,,
44841,1572.493708,10.8.0.117,147.32.83.230,TCP,1400,out,0.000341 ,,,
44842,1572.493947,147.32.83.230,10.8.0.117,TCP,52,in,0.000239 ,,,
44843,1572.493994,10.8.0.117,147.32.83.230,TCP,1400,out,0.000047 ,,,
44844,1572.494373,10.8.0.117,147.32.83.230,TCP,1400,out,0.000379 ,,,
44845,1572.494559,147.32.83.230,10.8.0.117,TCP,52,in,0.000186 ,,,
44846,1572.494609,10.8.0.117,147.32.83.230,TCP,1400,out,0.000050 ,,,
44847,1572.494989,10.8.0.117,147.32.83.230,TCP,1400,out,0.000380 ,,,
44848,1572.495035,147.32.83.230,10.8.0.117,TCP,52,in,0.000046 ,,,
44849,1572.495381,10.8.0.117,147.32.83.230,TCP,1400,out,0.000346 ,,,
44850,1572.495815,147.32.83.230,10.8.0.117,TCP,52,in,0.000434 ,,,
